,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
53,Djibouti,0.588064572882326,0.750901468340587,0.524469495565286,0.421891342503236,0.596143150553911,0.511718954863603,0.598755441828183,0.591944042425886,0.603479903472552,0.592579596879259,0.319777216504589,0.329264206884699,0.332709399743108,0.325365388616199,0.305919836237434,0.270930244728906,0.218927333284763,0.214127398492552,0.215379761365887,0.249543209775426,0.309839359435402,0.197727334131573,0.244617421518973,0.246943149507224,0.231558555373615,0.196184128933806,0.172553161553863,0.202524536667853,0.195500078530369,0.18878415048698,0.157796296828661
54,Dominica,0.0917374309039244,0.0955186503673376,0.0954348333152035,0.116040730271696,0.151877725906319,0.174728523477136,0.180068776775981,0.167478028855072,0.116122317908466,0.158745145343469,0.168847196049086,0.178072050590069,0.158338015986937,0.177338846454134,0.199183375129661,0.187605148556294,0.173969882525671,0.191550294558643,0.163388467662422,0.174769433129354,0.179939801497343,0.190337499963776,0.196162010173404,0.203293383551721,0.20017600117234,0.214495400337168,0.204064891983469,0.229011115797495,0.217586490197051,0.205429818088882,0.214176668452533
55,Dominican Republic,0.181786563944992,0.18859605947319,0.196765098658228,0.181047616262033,0.206181667696864,0.207389132969991,0.210883446901353,0.220125866703067,0.235725869884738,0.241198329944432,0.24070194855376,0.236657106585907,0.248468036904874,0.225119669675606,0.203388896510665,0.20081109286069,0.200533589328553,0.188971869230832,0.182467394838464,0.173245624333116,0.168037399200308,0.165313209570022,0.166661510225911,0.15591254647762,0.146996676092557,0.151119458889151,0.147574678627929,0.134936524538189,0.135312039223875,0.141892051748289,0.157729703650352
56,Ecuador,0.207268351388668,0.199108837644163,0.205342740170587,0.196385726767537,0.197458466517177,0.21191313886454,0.239996851962873,0.239602394561111,0.227829037518687,0.198359900712461,0.211133965684636,0.215829536677272,0.210663577876029,0.205418780872025,0.211253159608502,0.2159698610507,0.21902497742801,0.224875303847331,0.215366717812027,0.23304576211262,0.248874915614935,0.230520489504072,0.21919890064216,0.218102101858485,0.226747860901106,0.220793912185171,0.214772892141414,0.203422910826424,0.208155971943883,0.202514871325651,0.182610196647761
57,Egypt,0.266491754553903,0.269632613604437,0.268206688056231,0.261485463320199,0.239750006889415,0.24477164583244,0.249994964847014,0.252382234804722,0.251218393454712,0.255750836784423,0.238629732534358,0.254558993160754,0.255288825663424,0.252599287933481,0.263012137088415,0.280079083047689,0.278253276231159,0.277981991868797,0.259627351991836,0.258170483048479,0.247685477142481,0.252709749619194,0.26306570395385,0.252755283188935,0.250511947204677,0.246474086839493,0.243505209597597,0.245141372258345,0.267298947090563,0.239091327606268,0.220388991001003
58,El Salvador,0.0952837511763984,0.119197844704705,0.125172278892058,0.128235258496072,0.14221098494197,0.147958832234049,0.131443785846466,0.155027481714158,0.158250135124374,0.154306413679073,0.151101082410461,0.160145191957554,0.159653614877464,0.165314502599971,0.165253987347026,0.167215890954371,0.17029828251198,0.175568544811974,0.154349260998145,0.154829633584998,0.148917523452068,0.148925104812788,0.147371157654894,0.140572168651621,0.13774295114314,0.143212448881098,0.140197075279482,0.125853709913053,0.130137094559924,0.135294583220771,0.129960219575441
59,Equatorial Guinea,0.202951076211616,0.247397021690813,0.163587949763396,0.144433077805235,1.62273235674488,1.46318947391656,0.940564812195822,0.50847614712328,0.496409020261205,0.428000599457453,0.396154993328283,0.363661404601661,0.295866756363588,0.287846725811711,0.242845674660735,0.251827151364906,0.251692009424483,0.177104174337943,0.210970972552344,0.201646819306591,0.227112165803951,0.223977248249683,0.187084986516239,0.185992271319729,0.166421002974001,0.165273976891448,0.156811001357312,0.162799476629757,0.174550564166525,0.171579982058726,0.17920248304599
60,Eritrea,0.0996614421012672,0.11127396623597,0.142624670995669,0.174418629101573,0.159175339916297,0.165123544794709,0.164569017426529,0.142344241278589,0.104090701050328,0.109016675750252,0.109047404150454,0.107858128474096,0.100813420126729,0.0980825924246933,0.0933905407758824,0.0779866706456169,0.0667969990464036,0.0623320536851717,0.0595869936933373,0.0590015179447442,0.0609298758498076,0.0647646990532891,0.06395222338261,0.0614415419498141,0.0597432525086892,0.0578884968695652,0.0579509484073314,0.0569706406205564,0.060867726178593,0.0609035018926125,0.0521869968422332
61,Estonia,1.36708150428815,1.3878891860881,1.34982408068062,1.11076387579428,1.139136869628,1.01801659885319,1.01991916528619,0.888997366396876,0.80514772127116,0.748215794958456,0.683081568112638,0.666212458216026,0.594356117515573,0.624244381182463,0.597864132612899,0.556015154461952,0.476909875222881,0.534463849127998,0.528523276746683,0.529065663296576,0.634975286315088,0.573140263087377,0.528522185843447,0.587784323105495,0.541843589203737,0.479002594676502,0.469444613946521,0.463102393634868,0.443803712623253,0.33197467342761,0.302930468395553
62,Eswatini,0.229903683294072,0.253129061800448,0.206689760469715,0.159575466702473,0.288425714697764,0.25244514841122,0.237398832854522,0.321112781551725,0.321660282139063,0.336465493347443,0.456834837675094,0.483775656922601,0.454398273776067,0.409609704601185,0.3900829211458,0.407245212474582,0.398800041650078,0.427896778679498,0.433193975137519,0.409054848209315,0.36592959340657,0.208169534346468,0.178448173674135,0.19004794361305,0.15759108546569,0.162479589513714,0.17642765951765,0.16862470589724,0.174961412937737,0.158727751923458,0.15023476482943
63,Ethiopia,0.0653358237122312,0.0710273314004741,0.0511028988143251,0.0584131140076772,0.0654754342394872,0.0700411620901202,0.070465154072972,0.0717025804463071,0.0789299346143798,0.0739895157424769,0.0776535869951727,0.0889725137292859,0.0901029449589973,0.0991192786477433,0.0944418688986478,0.0816189714702304,0.0784647202183796,0.0784575642030399,0.0797291256464078,0.0738209197596906,0.0618306903281667,0.0648281369218051,0.066919964156699,0.0698879531899989,0.0788104011269384,0.0750700842100385,0.0813195826355033,0.0817801858397225,0.0811765439194571,0.0766501160348392,0.064416678377545
64,Falkland Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Faroes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Fiji,0.155901102263338,0.135929740947904,0.136842592854616,0.14058410940008,0.145592713737895,0.149399652053644,0.147706314217916,0.157921308950631,0.157283239349681,0.157508282310179,0.173655027794773,0.179477175625291,0.141388436435919,0.163391946065718,0.208219589849066,0.180497405854528,0.18804660702426,0.158322381197394,0.0981362096097253,0.100679857044853,0.100703852383266,0.239367002446145,0.120334602405648,0.142317832163019,0.171663255279295,0.218244290961759,0.198225823027183,0.194640335844445,0.192718010164025,0.199480235274127,0.241425654742755
67,Finland,0.348730462768953,0.373417116043868,0.366074989353144,0.37788540319438,0.407069848144812,0.36934217162822,0.392502365797223,0.357435913028508,0.321564918855,0.304646189277512,0.280247329717521,0.301759542563816,0.30648107809805,0.338017774986573,0.308691937708448,0.24819496072356,0.286082286263104,0.264008506529584,0.22981704099788,0.239016153719816,0.267684013364438,0.230428348356771,0.210052522637987,0.217116211001048,0.201400517680942,0.186532135149334,0.192446483556746,0.176173652750971,0.178882915503161,0.164394311761277,0.155725276378939
68,France and Monaco,0.196233323470759,0.206139691076294,0.197282521228907,0.188563948630124,0.181525932078943,0.182018952972441,0.186461503828287,0.178547179463438,0.182111575777111,0.173363295764272,0.166000725674195,0.16437326063369,0.160319785407133,0.160742110624131,0.156452990739844,0.155028549037506,0.14750857381433,0.141374284809821,0.138589395194626,0.137833780320865,0.138074440132758,0.128734156856143,0.128749000690937,0.126170326759787,0.113468337932771,0.114233961142358,0.113817415757861,0.112653372746311,0.107882742847697,0.103693215216302,0.0988607306036829
69,French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,French Polynesia,0.00192467247197449,0.00183130639549318,0.00175435190433813,0.00171138157170976,0.00145962570249926,0.00146118818662402,0.00143072787544158,0.00148053165938486,0.00149148139452167,0.00140877559664692,0.00125118635994852,0.00142884695157935,0.00144884799988887,0.00148066462926426,0.00143140343449668,0.00150098108509186,0.00138842887426926,0.00130683537356554,0.00137350502852737,0.00138298557106619,0.00151736981471802,0.00191206407377483,0.00173649926471829,0.00172042055220165,0.00164466970728058,0.00177534946045199,0.00164619242445239,0.00158839826540544,0.00159463888535518,0.00158699098633656,0.00178629263098459
71,Gabon,0.357546502444952,0.269385174116925,0.280134349801285,0.275487892358153,0.263677574170736,0.282264432017875,0.30420991203664,0.274830019161155,0.303985873671538,0.317789412225322,0.324627566307669,0.324458507185215,0.312320530552597,0.346483747717435,0.310518226998272,0.291775830032283,0.268103139097303,0.229366268555931,0.253111728030351,0.249233953186777,0.254618616324452,0.232374130568844,0.223445401560244,0.218262773304363,0.215747066371393,0.213427916216072,0.214751573051757,0.210177521107066,0.203114527369112,0.192044972300295,0.185528858687673
72,Georgia,0.64983345411827,0.633491417111917,0.904558266072989,1.02567022009451,0.741527281357479,0.570437469736308,0.408964977444794,0.32600955870214,0.283694251524026,0.256738403703786,0.268050560355744,0.187093294783519,0.155686817296979,0.152173055513625,0.156998496135221,0.174612149749052,0.175010825166733,0.182642665607907,0.156499661794787,0.183841837251432,0.169016904793944,0.189926912367457,0.194349847053819,0.19031126925928,0.206668880349801,0.21603259222085,0.219526194246956,0.209421368369353,0.200795249094274,0.197303192305084,0.199585924972387
73,Germany,0.350066166047927,0.325898117752412,0.302625579046182,0.30280611281402,0.292164396362804,0.286208897690112,0.292286156355303,0.277414685689905,0.2700431470333,0.255225658142567,0.249253210362945,0.24941500580877,0.245361300315115,0.24773842031188,0.240377742050295,0.232987073683452,0.228442768908245,0.213753762770972,0.213389761758112,0.209367968929785,0.213160666815307,0.19849519314101,0.200628539875592,0.20436559439922,0.190071469095104,0.188732460122775,0.185807109787713,0.177712784544655,0.170864180345697,0.157548453898137,0.15024910138496
74,Ghana,0.0918230456680651,0.0809137958693341,0.0917256611237934,0.0902411606807286,0.0929375299477204,0.0958893273387518,0.0994221478241662,0.100361101191946,0.129798875098178,0.135638389727595,0.116166783383107,0.12066302128929,0.136055579368002,0.121544805973978,0.107617773137026,0.107412480141649,0.122358912147464,0.123816365008202,0.106075683444404,0.117869427536702,0.123223979175634,0.116861140496633,0.127993626596059,0.126395685208019,0.119733040198797,0.122748277108382,0.112605430735734,0.111497862843394,0.113922570807309,0.10804186270094,0.100220527467497
75,Gibraltar,0.394104422504448,0.538225539134278,0.624501820876441,0.617906997019294,0.714461616684548,0.684510872237846,0.687030025608869,0.597859524753176,0.622145943915651,0.637837523339774,0.571981971661635,0.574046854059696,0.575269824154739,0.574643759667163,0.540281943287608,0.540700165485915,0.548921032309067,0.530539520225654,0.531885677168651,0.577601259802936,0.574812675411019,0.544523376914052,0.545214047623013,0.514307075306037,0.542777153789494,0.59022111096,0.58153264913277,0.570351391311267,0.61708201623197,0.616330574892696,0.593276358861207
76,Greece,0.319087831551168,0.309636925393611,0.315570349138275,0.318719429781701,0.318360117150544,0.323352412911341,0.313972552308197,0.304052848985952,0.304539599081655,0.296379382968885,0.307836833224489,0.30184969934231,0.2905445318019,0.285023843452337,0.270544731283192,0.274763005764083,0.256762360465085,0.257354385531809,0.248364337930769,0.244754081510064,0.239793904968112,0.258208433767582,0.263127311115871,0.246043502035691,0.235426356620627,0.230829917139835,0.231990801139894,0.230158420732868,0.222743287192525,0.22751600214641,0.191966728126039
77,Greenland,1.90468834073752e-05,1.92392971597766e-05,2.04134608148415e-05,2.16205349439172e-05,2.05152077441385e-05,1.98963663776856e-05,1.97276646350896e-05,1.95524316265115e-05,1.8274719174245e-05,1.81760544472107e-05,1.71435708403694e-05,1.70757517897305e-05,1.73973935639448e-05,1.76329464486006e-05,0.00300072710482911,0.00288795058197959,0.00280458458374358,0.00269918319854586,0.00262023625998898,0.00225306472935892,0.00257853968092248,0.00275428887134733,0.00214522280727711,0.00214041764439721,0.00184770918448322,0.00204013206097589,0.00193480230853432,0.00188945228668614,0.00183549500107344,0.00180449013876708,0.00173951720905461
78,Grenada,0.142408256560265,0.148386572036097,0.156905375752222,0.168000584998875,0.18761033094804,0.165029741302371,0.170172663453034,0.203740003257356,0.153414758173209,0.14689342713426,0.138399360922416,0.146497338707208,0.137049442309896,0.14185270578295,0.140741614595851,0.125925343458811,0.130653972605264,0.12780789504191,0.133892875624302,0.153028404351588,0.164819545430618,0.178852091151451,0.196858174637639,0.232723136885273,0.177341727173026,0.169656415799023,0.16278609023123,0.125101408961403,0.116676537465139,0.111678560609052,0.108858639375972
79,Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Guatemala,0.077946619024799,0.0794461399954123,0.0887948142445693,0.0946535517392653,0.098261395960974,0.108763029329482,0.103797194004871,0.104428457198078,0.123917096260491,0.119210439530226,0.128470020926331,0.132014204116211,0.134155738512511,0.128810503085901,0.132328531872593,0.134246924377888,0.129924863679893,0.130087424134921,0.114072897096677,0.119158746078861,0.111950104766509,0.110963423611605,0.11193210450316,0.117377704591601,0.12139587509516,0.135790388979285,0.141053469052034,0.133331685994098,0.141944177034122,0.159040088392495,0.138638661715793
81,Guinea,0.117916282475574,0.107936719993879,0.0968769726039731,0.0951635161401485,0.0937923099211451,0.0917367166010284,0.0895865965478994,0.0896323945916666,0.0890536593661586,0.0893662043094259,0.123157296269846,0.125844026622345,0.124660985184998,0.130924810244601,0.131705032170379,0.121225401681695,0.123954952416028,0.119370726954335,0.124797573917239,0.130385611464261,0.142696641695621,0.134864954598723,0.120707010964578,0.103119026325411,0.10329555816645,0.113185949347825,0.114189193820565,0.0995350971995676,0.0981871704977638,0.093755284153827,0.0790940219195576
82,Guinea-Bissau,0.102683707577827,0.117826624606567,0.109543213941764,0.115078344476976,0.112459999654843,0.111128223373752,0.0973004135908326,0.099900228895267,0.140891895579249,0.144925893569745,0.117852337735558,0.119041742876871,0.122540487434532,0.14437212202685,0.144833195652618,0.138832419892919,0.139040816219518,0.140679950340051,0.133656536068796,0.132888307297617,0.128890653531189,0.114364194735753,0.118560787461161,0.117116660089629,0.119344510181247,0.118463543471605,0.117177406571531,0.0867849801510728,0.0899630555952372,0.0868221512010472,0.079654542127003
83,Guyana,0.173539216300548,0.204038832694881,0.212487100963068,0.229505784762555,0.209173920262079,0.166700085337085,0.169453534654019,0.161767101469965,0.206695369954921,0.246663852350877,0.22464484259182,0.213254436096361,0.200375251854317,0.223183768755083,0.217245478918412,0.193607380507807,0.158500445225355,0.178787583844214,0.166457444736694,0.181549983627226,0.194814787455597,0.210425209078976,0.24164590205303,0.243407087788289,0.231683036808136,0.232797805430493,0.256516767297925,0.189888941667527,0.177428911000495,0.168953081476583,0.103135522048038
84,Haiti,0.0504377416997915,0.0483731903526738,0.0476047193380107,0.042614239828404,0.0229916227334506,0.0564543463591652,0.0615524675322097,0.0700370224338933,0.0696653064190731,0.0701770859381878,0.0708614010541575,0.076479037201494,0.0867552473851563,0.0802395761921521,0.0918748200391802,0.0924186425883415,0.0927905757823688,0.0992150221087219,0.096710416746252,0.0881331913031046,0.0865689314661051,0.0834074722883211,0.0792157106480704,0.07912766260781,0.0973379901835712,0.109802078854065,0.109192209731829,0.108304608370715,0.105633193792181,0.1053227191401,0.0951914885448382
85,Honduras,0.120075697894119,0.125336124040741,0.132719808472097,0.130780845694875,0.148654219051598,0.165987654992247,0.172435609396632,0.169758210955177,0.189931630700141,0.194148196058913,0.187432500001745,0.214467464707615,0.21751809500088,0.230219690330983,0.246462180455742,0.232611062878967,0.201513918105211,0.233821804521645,0.217418738298663,0.213819910667113,0.203668039745167,0.213611435994393,0.212960602620768,0.212038811194027,0.199336635359117,0.21471896031421,0.197866092151214,0.194463853411524,0.202235347537368,0.219305368791584,0.208878853514021
86,Hong Kong,0.20807452608382,0.213468694847653,0.225424805779122,0.224876207999303,0.180065533689629,0.176118271717263,0.163300579966013,0.144598948571608,0.192533249726333,0.201454051061579,0.169990544867289,0.173183094455362,0.164953652745689,0.170524488952983,0.149865288657854,0.140830834991498,0.134565829647834,0.131438611218055,0.125731786247205,0.13859987436995,0.11834409156854,0.122582745225338,0.119131071917748,0.11847737485039,0.119990455154559,0.107613246240351,0.107210202657553,0.101817550670726,0.0958782561202692,0.095557777287057,0.0771997881769684
87,Hungary,0.366212043725656,0.401702470749279,0.37341111809359,0.37999315246439,0.367888062222528,0.358300631436765,0.364812502764157,0.346715520657105,0.332545898477202,0.324470079298791,0.294620173838048,0.290058082444028,0.272669330887021,0.273682936116099,0.253505390515237,0.24439853408588,0.233467491240249,0.227818420729513,0.221267502934083,0.211802511935623,0.212696612769967,0.205054511159039,0.192943469977543,0.17777179664222,0.170979661007714,0.174838886003427,0.174288088380248,0.175836789594467,0.165808318001198,0.158563087001014,0.163421025740597
88,Iceland,0.264639400077088,0.259883443262995,0.270486736011223,0.278734874578633,0.281300778503095,0.271935989232325,0.288638525357092,0.264367660681612,0.254282519231358,0.247200674889064,0.245357608573869,0.244580139498732,0.257295063836595,0.24971769291911,0.238075191606166,0.222320413923338,0.21619660123819,0.212654601792497,0.226023790501526,0.247381342558706,0.248410285230735,0.235306038256883,0.235926887042025,0.230615766671832,0.216199118226329,0.212390164604664,0.197151994955815,0.202241939701891,0.189983212178992,0.172328691396,0.165441326487231
89,India,0.378280006415514,0.402732438956513,0.395208490467426,0.394032944389335,0.392922576895681,0.391724767858314,0.381057920355108,0.384334770046251,0.37029576667594,0.364277579902676,0.363404828307658,0.352020048553421,0.352183794193527,0.335360271364212,0.336148138163953,0.325941671137538,0.322092385383852,0.324748407878633,0.333966726245808,0.344916171434792,0.335240324431451,0.33699013494747,0.348130003402138,0.336419294602024,0.336792434304776,0.314154349197783,0.295726384612181,0.29017100091666,0.286575306405131,0.27944755135612,0.285636631114204
90,Indonesia,0.200153722537521,0.201991420119426,0.198313688229304,0.203833913279694,0.201295471070756,0.207237891784186,0.203484953133195,0.212922467982119,0.247425959474826,0.261535075334893,0.247169046254599,0.254937229498602,0.249178271273188,0.259421062881502,0.251411720052963,0.238605098796446,0.240551730007429,0.235830456827978,0.218951461990065,0.215463536284817,0.201058388871847,0.206094472923378,0.208030480919696,0.198225647162186,0.204414461151832,0.196014964748024,0.186177550366446,0.1928196788423,0.199392664704038,0.201905724270296,0.181527897940577
91,Iran,0.421013713205933,0.412586266539778,0.428872944856906,0.422472712500454,0.489845830626891,0.486701940299962,0.482885483715907,0.502030637570651,0.489431543953934,0.53481407509345,0.534002182728061,0.549997579996398,0.535400278578628,0.519844076312259,0.534083905298246,0.559065622127641,0.574835892287872,0.565430949386241,0.577366418376965,0.593987402424077,0.564944029503051,0.559567522477176,0.609318109027934,0.631400094922917,0.62698038315149,0.628939638655511,0.566488426010293,0.5608616038925,0.607688287249685,0.667730751405696,0.660954406433215
92,Iraq,0.517885361259172,1.13282386304716,1.18827208474389,1.22612954611694,1.30471590814515,1.2534238250395,1.07449594117499,1.05865282128542,0.576123413646563,0.403870760510755,0.394049910461428,0.440414089957745,0.452649205154306,0.642659963555285,0.450176732613644,0.439259865434687,0.397764795190876,0.358613707368705,0.381924938418791,0.457925691535466,0.483244030860162,0.478661475562062,0.4928885999432,0.489959851420886,0.504721777255311,0.466521490475256,0.4426651941741,0.449702282466697,0.492166129077249,0.495832346720132,0.513876506313287
93,Ireland,0.349338372453389,0.348068375781484,0.335562130023514,0.330006550912859,0.322960137916804,0.300515688521043,0.290680103306033,0.270745736478264,0.264785114065414,0.248736877457338,0.239992390349456,0.239245433137901,0.220298059077942,0.212161547326586,0.200517535611583,0.197887989617459,0.192441676881876,0.180172172702125,0.185503955448868,0.174329759931861,0.170163978905787,0.151616983588536,0.153893478800535,0.147699409192124,0.135192514801468,0.112735947512527,0.115692440888652,0.103145920950872,0.0946218627947453,0.0845297702513711,0.0728795632952996
94,"Israel and Palestine, State of",0.29023630813803,0.275995546702856,0.272235588836441,0.285743444305274,4.8343007098209,0.288866888040624,0.293584663156734,0.290159247944012,0.280299487141206,0.278280645116235,0.282145392790694,0.288195330090821,0.306644688331645,0.311505620790669,0.29532789276657,0.274648101894945,0.273267052698773,0.268885518896558,0.260591516467906,0.25507981228611,0.259961758222051,0.244333337554471,0.259223854148637,0.220885157789523,0.208864622353779,0.210736262626053,0.200163332162778,0.194326109272997,0.178007248430356,0.177605636640671,0.164569876484746
95,"Italy, San Marino and the Holy See",0.207433112273052,0.20366926400934,0.200837414858196,0.19950725313571,0.19241410885614,0.198306498712438,0.193568501751799,0.191450468496763,0.192603713370432,0.192573714319152,0.186635858563888,0.183049037912307,0.185745213542921,0.193349493951583,0.195060351003018,0.193938633145348,0.188460891412703,0.182844271374086,0.178809010903152,0.167786855817928,0.168686413848311,0.163988116605687,0.160557079871607,0.150093938732549,0.142449168164917,0.145450827954345,0.141837604454999,0.138022553439076,0.134582854093717,0.130518547958012,0.127948338876499
96,Jamaica,0.362141292562363,0.343358435695457,0.372524020797301,0.346648053184684,0.34507397947321,0.348859429573183,0.36425547234286,0.376994072025483,0.406485285068459,0.412962095765145,0.412032162420472,0.409218001638595,0.399206530303172,0.396593510952736,0.39325630878111,0.391198072361824,0.43998337586518,0.430787223948722,0.357940750415659,0.29423917438776,0.280985616358644,0.281213704023844,0.270494995656078,0.287338193863772,0.278194770441657,0.270453458396695,0.287215898944867,0.264770592660511,0.308485245216985,0.304721860065642,0.304481902252386
97,Japan,0.292712264818819,0.285613607823987,0.28516518476836,0.284031828927074,0.293099322999979,0.288054573325974,0.28234255228215,0.276172843063978,0.268321105223063,0.277814292000341,0.274835070105838,0.270959627317,0.278870870369494,0.276503574162173,0.26893966406852,0.265678978363272,0.257519595920189,0.261623696521973,0.250405873401386,0.251141247230097,0.253751083392365,0.265019675484465,0.269491999107564,0.266535363567141,0.257448494927251,0.246261945090759,0.243029091770498,0.23517626529613,0.225486130359104,0.218090377648043,0.213529534225088
98,Jordan,0.356965244184537,0.351801503491388,0.364863587656367,0.362824711388503,0.361537283908279,0.361485125125126,0.362275672763118,0.362884402247024,0.357524899683164,0.34631804332873,0.346017957538806,0.331089135791129,0.334648545437727,0.316876721347291,0.328986200427388,0.324409159919807,0.305051208451858,0.29491965562459,0.268937819467376,0.262574807509214,0.250892547163162,0.249742489387196,0.283297335973253,0.27174747734285,0.281632159322449,0.273285093414357,0.271715407275054,0.284993032649494,0.265605957494849,0.265751213636754,0.264401964632661
99,Kazakhstan,1.14291395172766,1.34066652135474,1.44169711175708,1.35377871325101,1.39496381445716,1.34644807453214,1.17470442155279,1.00337903053915,1.04771518691415,0.930659714887486,0.859307117705202,0.742053432978644,0.75167993471625,0.763819384649212,0.751928324543914,0.729125204737611,0.734411762287929,0.711002185826515,0.813170620183096,0.716828121176127,0.719357257713042,0.716267750003545,0.675947079009339,0.67807704426956,0.618082333344923,0.641723081311283,0.653654145887446,0.630449883487412,0.599491505901216,0.560820541679262,0.562094166884489
100,Kenya,0.0850385792568378,0.0805983464091962,0.0823146738178001,0.0806317843175852,0.0782935985243527,0.0809893230128872,0.0851427741494996,0.0817772719554173,0.0853230289654416,0.085666710272522,0.0940465705514156,0.0845146753853378,0.081943755588933,0.0712236179611356,0.0769813653415055,0.0809493369284685,0.084326331930781,0.0791931626400808,0.0836983098762257,0.094375133278479,0.0943828118831375,0.0909510687752506,0.0813432836973403,0.0877456982542189,0.0892378549288541,0.09588395822047,0.100930128757613,0.0948881707120606,0.0858321090811441,0.0836426406730822,0.0723259984745025
101,Kiribati,0.105868361321898,0.107201382197583,0.10838325601228,0.105551451077067,0.111701124016689,0.108015562481616,0.106906166185484,0.10861594696165,0.106231871584842,0.105838242238144,0.160804679467939,0.145035808131914,0.201214766856676,0.202152487889837,0.222332584584078,0.280121908740019,0.298531246064232,0.243355387956499,0.28410131663343,0.238590025167509,0.255774982599628,0.295489762463393,0.257154783628337,0.245264711286762,0.243329980964048,0.243221689966274,0.235744037825684,0.240244453056916,0.241586886691532,0.243557116963727,0.232558505825285
102,Kuwait,0.517583834345356,1.04275068839071,0.404231766269167,0.381206360083289,0.418163860705994,0.394873575396979,0.385696850761041,0.39666386413628,0.425927545973362,0.467968241347938,0.487813613623948,0.514147528917762,0.522471547076728,0.466121214839257,0.443216378877893,0.453022123797852,0.436136514211959,0.410318896996943,0.420377027534932,0.487552560579788,0.48991052563962,0.456074545591216,0.416498811234277,0.45764712302197,0.437176842274109,0.475154482643856,0.474619489781437,0.476083847259835,0.468007695139071,0.468938263024961,0.466966572724782
103,Kyrgyzstan,1.04640699683669,1.02198484388553,0.777913976378944,0.676304372479233,0.554446054831502,0.415647364258679,0.483793036982894,0.435323531657001,0.450746956806512,0.348163972024747,0.322618463327018,0.260208751341071,0.324125466875528,0.339311480820309,0.315626726556361,0.302862805202315,0.294508064977132,0.32814195856905,0.350579707051153,0.306505682015339,0.291671841553942,0.328279708759606,0.429601499329664,0.365027428108096,0.359984077142275,0.372805640458094,0.336215387577984,0.31216963531581,0.357254085643454,0.322343442226627,0.369301456591606
104,Laos,0.0278654609028172,0.0320241071605913,0.0320466473896848,0.0309120362136541,0.0318009243453534,0.0313582309495491,0.0380946645371968,0.0441505784827359,0.0499707300209306,0.0356853689488383,0.064574092748684,0.0679758702057219,0.072100775313739,0.0721408452092968,0.0720461787789356,0.0728097536408525,0.0855823618346707,0.0736801240725567,0.0810617932354111,0.0907341712839757,0.0996167011084195,0.113986177753582,0.111182139494266,0.123744022659777,0.122224809571346,0.281815918210844,0.451019920163131,0.459510039496819,0.437937597472979,0.742562120101651,0.736712115771179
105,Latvia,0.48178751133072,0.501220233376397,0.583159635280546,0.516211084470009,0.443473069352208,0.400816985662019,0.394332366577871,0.342981068116554,0.311636802362395,0.281998841051798,0.248572847094848,0.244644065775329,0.227238261966397,0.21587025926551,0.199297592733109,0.182481765346159,0.172824307762183,0.164372665316743,0.162171106335127,0.172436765833327,0.206884855961565,0.180313941643401,0.168396534470406,0.15981550851429,0.153957940990444,0.148733348831996,0.14172462948057,0.136287207660621,0.140603305373734,0.143239232881847,0.130817833555019
106,Lebanon,0.282344348076103,0.234300729971835,0.216146941520742,0.279318370819491,0.283952336113533,0.30903023718202,0.28827796998319,0.313404974737503,0.3001774382339,0.311106231321275,0.277205011539054,0.28816944897417,0.277690203575198,0.269194682443141,0.25561370599413,0.247641855799152,0.229932726899667,0.19034147299831,0.21961539094063,0.241303835737526,0.213909045408739,0.215454080187352,0.234668311645532,0.222658057574636,0.235042778305317,0.252486970272822,0.258041988216301,0.269824197926868,0.260825409679985,0.280889085003338,0.336680747770229
107,Lesotho,0.0541476849768708,0.0608835573389056,0.0506263942316792,0.0473692793633214,0.0500569218945893,0.0499642984449224,0.0482307867655857,0.048695175323204,0.0466908598238416,0.048257183500161,0.113385330337755,0.111842347296131,0.112978076365538,0.110419717517346,0.113425214353813,0.109478025481321,0.103703783920957,0.14906331619077,0.100709076150441,0.115773637238898,0.112834664923566,0.106538026151798,0.108108284721959,0.1061300110385,0.106783417331383,0.104536909119147,0.10895297969806,0.120284111829527,0.127968499291287,0.128762077258016,0.133683065944488
108,Liberia,0.138128030319755,0.0980473446260072,0.147290956936442,0.233814558953164,0.306176717912886,0.323753755433456,0.357373283807646,0.174669691341983,0.135844219364172,0.120335088194195,0.0977783628471072,0.106456001776921,0.100404321790079,0.15635712763721,0.16580112867767,0.191561931143382,0.181858406605895,0.153615734042131,0.124539571528671,0.106158681175709,0.151709292596245,0.147435610988125,0.152825829023246,0.128221671243431,0.165460816345088,0.17017828305441,0.196819010550249,0.183871187205762,0.191529763390824,0.197730368137693,0.184218484907768
