,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
31,Cabo Verde,0.102108361732338,0.121533768714734,0.114514870248305,0.10302492702809,0.10175425588957,0.0894663712837361,0.0919054709950798,0.0866573575154547,0.0780795492753772,0.072957394315919,0.184450094611121,0.204658602102635,0.210974524656605,0.206250613229918,0.203728093274545,0.293723631764938,0.289317686384825,0.275831120494004,0.263830938276059,0.250960158015353,0.262790575040083,0.279896451361199,0.239106224160236,0.230159417150412,0.241807065240912,0.242484535324772,0.245561757178514,0.237870114960393,0.239197608387321,0.228247660782523,0.239048957665864
32,Cambodia,0.0290330404600601,0.02828340008294,0.0229581100259152,0.0254821524168754,0.0420268686113219,0.119176160647582,0.124913877404605,0.128221317637661,0.137275668687215,0.118643005075612,0.111123538759038,0.112313918756947,0.108291657615895,0.107349711402015,0.0973426168858465,0.095296857603362,0.095877334109176,0.10651437258607,0.11083759574537,0.13206547100993,0.128817713711468,0.126718451276334,0.12303706945735,0.117411851446865,0.130206394088126,0.159069363431538,0.174035742346518,0.195186757229744,0.18691469095691,0.220741644427208,0.225724953405327
33,Cameroon,0.126714963317172,0.125612851719616,0.124690911911836,0.147821736180291,0.156434251511851,0.151388550241345,0.148755825471076,0.142358793837831,0.141758226156941,0.130918179615469,0.135649195948737,0.129333415587465,0.122351916599508,0.119359056248367,0.10988818418327,0.104782676610947,0.102211495097007,0.11479172238453,0.116925436678806,0.124284273014305,0.122496500316638,0.111049785772865,0.10701078579968,0.111286195665413,0.114609663283831,0.114103746537147,0.117455199391778,0.114125865324416,0.113948195988285,0.104366069911299,0.0981062061456141
34,Canada,0.505359372229745,0.5080208087643,0.51760574153126,0.503240237929425,0.499755788583912,0.500352662927412,0.505762807403348,0.509932728610247,0.502580263507341,0.492675853770035,0.488682148499287,0.474012115158234,0.463989585757719,0.462703807838799,0.439699886020442,0.427435590917772,0.405052811346209,0.400487004904818,0.383002750409212,0.371968847461327,0.371662670952021,0.36841724641804,0.360562144064327,0.358085143668638,0.352229275766045,0.350923849561722,0.341669498358388,0.331187241304271,0.326800123808944,0.323172440951412,0.311447052101079
35,Cayman Islands,0.12198565085443,0.13193639180441,0.145225623124495,0.110446309445516,0.137832781171775,0.138462991874465,0.139964432558103,0.117231716131992,0.102540590010449,0.107547683751521,0.128200544497082,0.133718430015769,0.138681990300118,0.13098920099085,0.135290176667033,0.110066405600714,0.096915404715727,0.109798013058419,0.112545226033786,0.123738575300429,0.132341716641905,0.150920597632051,0.147426164964394,0.154041988211788,0.147711804279883,0.148261070191625,0.136895323926311,0.116492424725129,0.108591160185703,0.102109591888282,0.0942967218579708
36,Central African Republic,0.0560711185616112,0.071272746011726,0.0648236487958271,0.0700848249495979,0.0706880299999278,0.0679898356468656,0.0757390243343094,0.0752733284712642,0.0729138887745332,0.0730602801844781,0.0902615538127151,0.0907769565789702,0.087459242623291,0.0896339320338062,0.0839553184877089,0.0839059546133101,0.0840417885224196,0.0806645485740893,0.0808609617226465,0.0739412773265155,0.0722336521880703,0.0684405462092738,0.0677181571415158,0.105452100363021,0.10448174182292,0.103107221719521,0.100093910097543,0.0953204478817003,0.0963055309066491,0.0897443332968743,0.0789557100368855
37,Chad,0.0466191523405149,0.0500237546396145,0.0417501908214133,0.0265806478442295,0.0270172015182603,0.0276649566423103,0.0279517918190347,0.0283345730398135,0.0272215123331876,0.0282801330756615,0.0390148108891303,0.0347224290822537,0.0334080755430177,0.0419056258722422,0.034695960954488,0.0309678248111367,0.0316097756565242,0.0329409086104664,0.0271350726359077,0.0256121731796169,0.0228774046264088,0.0230095352810827,0.0275611268268659,0.0291983459979444,0.029528803104828,0.0350830358282482,0.0405484494658334,0.0402608064508272,0.0388458177343405,0.0340402826516243,0.0328711436080383
38,Chile,0.252489443607309,0.22323989753251,0.208421987523598,0.20688055499992,0.214994113674564,0.216122856368764,0.232543691723249,0.246390770389694,0.238201687065317,0.250526855431604,0.222665539749353,0.207189782774521,0.202793470980687,0.202175495715549,0.203669370836901,0.195235558959881,0.187178934713434,0.20056920830865,0.203918788578475,0.198213769960789,0.198622748518315,0.204316280651152,0.199395989269094,0.201453201582548,0.182772471784652,0.191383466502061,0.198173180960512,0.197687872917559,0.189762758602821,0.191431180043072,0.189639896088791
39,China,1.5006603546708,1.45053823899606,1.33613120588668,1.27098986327086,1.19402576620163,1.18535811211752,1.06948039859191,1.00162089873318,0.950781996018906,0.865885327331054,0.850267073114219,0.821937044116532,0.81236988856251,0.856348130038553,0.897291933945624,0.911382476909173,0.898054596340938,0.856884976680789,0.803435238630109,0.790375028971104,0.782205977705082,0.780132573874326,0.746287358099032,0.709528103245839,0.661885850847234,0.616114144215541,0.577112689205396,0.549191681288189,0.530397919757537,0.511454168069357,0.507628400439005
40,Colombia,0.191007515252616,0.193260994705966,0.192672192921198,0.193436405750171,0.181488448550067,0.180588430697451,0.174736593949863,0.183380611388173,0.185846806490628,0.170201182441998,0.172192607930712,0.168468167168826,0.158000318996794,0.150819037517165,0.143503095297872,0.14213931985029,0.130671343493194,0.125937222284485,0.122984339686411,0.127931206406965,0.125394900384424,0.12713185994893,0.123114220529824,0.132413317265185,0.131205676304654,0.127570623127748,0.139507515603399,0.119770782401804,0.12161994311065,0.126152527967003,0.131959194040473
41,Comoros,0.0367402734309655,0.0451647447320651,0.0369767147686366,0.0351520681184097,0.0374321535961162,0.0372433845346159,0.0384813554630179,0.0387759061565148,0.0472370770636372,0.0481597100891077,0.0681887906191189,0.0704931609755757,0.0687487280098795,0.0876265067858171,0.0937275641285878,0.0863185572549519,0.0982138428912629,0.063180185981095,0.0623180747755736,0.073269843966569,0.083094372306914,0.0677229028243422,0.0688288987974368,0.0785975705251894,0.0674795817202687,0.0734490848250942,0.0841485903552106,0.111565030645444,0.113368103822719,0.115961539962448,0.0914804611549861
42,Congo,0.20106445308605,0.200334765343479,0.190541280526094,0.190075701531383,0.184230319488073,0.225200178226666,0.259764167065649,0.26931133871848,0.308598451902141,0.328046901146027,0.329861329745852,0.309768653092464,0.193102364190895,0.238365255786159,0.233829613209633,0.259422762211915,0.267246509556132,0.2532899043887,0.247640298277477,0.246043291121282,0.240929769639654,0.216175553529507,0.18154446038383,0.222346588010561,0.202286583900453,0.227579050001469,0.249102345922194,0.256461735288452,0.314079763218932,0.306947496337867,0.324856761154875
43,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Costa Rica,0.0945511365100753,0.100269797525353,0.123302236068509,0.11575447024573,0.128868148321178,0.123812126591738,0.116802852237957,0.108280571042122,0.112595868035906,0.1075240154554,0.102836802215899,0.107439366518245,0.105916624229827,0.10956924027507,0.106515038184271,0.104842349553498,0.10732392952208,0.109567251156427,0.103683388697715,0.100796070875236,0.0947219278636573,0.0952740581461731,0.0906437828535274,0.0918409435164731,0.0899460877645574,0.0836986081872673,0.0857870939282783,0.084195325245618,0.0801991221378817,0.084275352405895,0.0779822697746666
45,Côte d’Ivoire,0.0564647324648529,0.0582020602974928,0.058153027245277,0.0617810233200565,0.0640292693357303,0.0653115955796154,0.0756144933183426,0.0885545380912271,0.0818552314278545,0.107306102513405,0.104742719941916,0.105014451749664,0.112985802743959,0.0907819415293047,0.0925678557256458,0.09724316844382,0.0940009330182585,0.092519507895274,0.10054010413126,0.0907649837156237,0.100902805328978,0.104111121766149,0.118485616184341,0.11526670272998,0.114054173562661,0.111985141947252,0.108884501114435,0.106263656307146,0.0971062885182828,0.0934840903606785,0.0886425649067998
46,Croatia,0.298085286240675,0.253120777987362,0.249653093112042,0.279864916143023,0.255672732821996,0.246631381921527,0.233091625593666,0.241443260293979,0.25004446613838,0.253863488823749,0.241499969809143,0.247384260883346,0.245334884631116,0.247837374113321,0.24045315851146,0.233180444032887,0.225808551600439,0.229569782683069,0.214342666455424,0.210319613334592,0.205761438403813,0.200973519138017,0.19000803420811,0.186987875253738,0.181043252507983,0.179518108152446,0.176021553825054,0.174303279062064,0.158759584441831,0.159608376281391,0.16522762040781
47,Cuba,0.386976281345297,0.326518237458807,0.286571051540861,0.301017093058702,0.301926111364568,0.306397252588175,0.301888132621101,0.315846196090739,0.298898039416349,0.292426860669575,0.273614451974063,0.249721777010038,0.231413246806658,0.212607202988994,0.192097893526091,0.172976882379095,0.152818030951358,0.143489640636308,0.130894649261584,0.131618633731006,0.141595519627486,0.12776463107454,0.123075185660374,0.111841152587964,0.106525488230696,0.103070694953232,0.104580143115586,0.0950147353409895,0.0882193548803485,0.0868563021996525,0.075369991248251
48,Curaçao,0.906979645473034,0.918670754659657,0.94165291439576,0.763696271840271,0.835116786994833,0.811835659136334,0.793286820860492,1.49321984882273,1.48375111616297,1.40895145331656,1.42780742212641,1.44736595005711,1.37960317590544,1.37969642313563,1.43769109259093,1.50568220458072,1.45854040229192,1.54624037564352,1.49769915422182,1.41165842379127,1.04488796384062,1.30057895778057,1.05562130658551,1.0269413252197,1.11515729031773,1.12807799837419,1.00906794416519,0.928265983325683,0.816961886856833,0.825686807160774,0.76341316305747
49,Cyprus,0.302626490901282,0.33811056770818,0.325157778398103,0.333771713466428,0.326181060882196,0.295017407713175,0.306799452294129,0.303052907957606,0.308013120152291,0.304384059405731,0.301396087310244,0.284526149449358,0.281564012552027,0.303848008314963,0.285888848689859,0.278927924045869,0.26811846298381,0.266687488984992,0.26280500594169,0.260294542122099,0.246661897842695,0.235541066629564,0.226706097464452,0.222972418041158,0.24008445486726,0.231116381452415,0.229207722383567,0.221964860663883,0.202911796580452,0.201820715343934,0.186279125944224
50,Czechia,0.668478166546769,0.682741028274537,0.657597989782406,0.646518064037781,0.602578558154319,0.568031783751686,0.549746665516644,0.540549381306374,0.518830371725578,0.482822532713393,0.509071677195306,0.494845670912765,0.46796818431789,0.467047607188464,0.449810974528289,0.409429925589527,0.387126522429225,0.374095897377038,0.349554994667167,0.342956268299687,0.343539431585646,0.330089715857239,0.321058386713958,0.308611179718426,0.294891116030283,0.282429045856487,0.279087966926375,0.267463902017906,0.256404422867891,0.242011565885631,0.224604929132272
51,Democratic Republic of the Congo,0.0546497422771365,0.0341511531580831,0.0330380134281136,0.0369547368006969,0.0597803627847544,0.0555315828107179,0.061852237105097,0.0657335581365695,0.066590808776375,0.0643977378553146,0.0556270602001193,0.0553792506318738,0.0564022331383266,0.0642246114973816,0.0576455467838808,0.0606741286500411,0.0592016319661204,0.0613374253399742,0.0592417385874658,0.0559683690755972,0.054603046137218,0.0581237097710715,0.0487108379679497,0.0618365831387367,0.0721341647994269,0.0439530927529328,0.0334450420025947,0.0372085752326076,0.0377595812314296,0.0364803127789786,0.0336652039173644
52,Denmark,0.266904910719951,0.315343897610189,0.281625404319681,0.292178183080085,0.296452379085342,0.273843574304042,0.323648727033097,0.272585593694797,0.249319510028816,0.230399313486518,0.206403235165896,0.210456081508192,0.207991244445953,0.227654508998588,0.201181469731848,0.184296704136892,0.204600159849493,0.186223979148225,0.176141870422019,0.177111728979988,0.174281615273347,0.15431972636962,0.136054454666207,0.141105698891797,0.126143139381407,0.115104257017348,0.118049701071458,0.10829162371127,0.105720605203322,0.0902596976610617,0.0788095792099749
