,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
22,Bolivia,0.910046178980826,0.906523274141085,0.937640867900071,0.946021977987606,0.96326199205398,0.755402113305951,0.706654797145338,0.756615926087543,0.661760847517006,0.656077875715023,0.665217818071274,0.611254059299554,0.626673491493031,0.647925807355545,0.653341273101382,0.654890767016084,0.648010835447905,0.649404987419264,0.641531872647266,0.639171405032939,0.655634789177775,0.654867824640944,0.666604001887631,0.644905871026359,0.628982011907368,0.603325616405716,0.603349175469531,0.599045820767106,0.588388832582079
23,Bosnia and Herzegovina,3.83339279319699,4.06814657674711,3.33923853770507,2.89799349291994,0.945451325836381,0.785295484829708,0.464216821508378,0.601788745378707,0.656345938364473,0.619172044872472,0.727280679064851,0.678040468385186,0.682868065181486,0.666025774799298,0.676377720040601,0.642074638708633,0.666122582824323,0.662285995729905,0.66000757857863,0.674786859738519,0.680860426015454,0.753012292096334,0.708119248765388,0.687675332211523,0.638097840701221,0.617028779757373,0.66401243102205,0.656002940962843,0.641336375600976
24,Botswana,0.746870355095149,0.62718157053808,0.628874915681284,0.585493323307895,0.587030316207607,0.616004439911292,0.526147462734727,0.501759585572774,0.547804988121233,0.531137583799359,0.531627225305478,0.51302846184838,0.453886466605158,0.426261213093587,0.420748727521505,0.426728732175676,0.387880903553396,0.364902672348868,0.353015588364435,0.384142864771367,0.340962518324628,0.334927171054629,0.343138260625881,0.313579879666259,0.326062240042506,0.342158110506837,0.315521295877171,0.31191629266672,0.324597312538359
25,Brazil,0.431280397716917,0.440150941015691,0.455853687286358,0.450965386721052,0.446101749618079,0.446839472981904,0.441777828365071,0.442688794406019,0.4477825668712,0.453912123673475,0.453864061122479,0.455209749820869,0.452725806642292,0.465627630197599,0.460116743036005,0.449762646802575,0.43560851007665,0.416422593602699,0.40776001981773,0.399065884472205,0.397813846895683,0.394658540841283,0.398237131865171,0.399218209438388,0.40907463254553,0.418518639336427,0.425385005870264,0.423554130579278,0.409924081698103
26,British Virgin Islands,0.283495988032848,0.199355632855397,0.18874856615457,0.138808240651434,0.0956045344576922,0.0791848981536136,0.0902766740272364,0.0677727497097705,0.0834099343242628,0.0856233397946908,0.100851651333818,0.0838100526998107,0.0795809725577601,0.107389837261684,0.142898479112791,0.115160419674741,0.10223136965073,0.120730189085027,0.135790275553712,0.157871194008048,0.195062234698812,0.167487842292039,0.235753389704499,0.206430891301037,0.18653744986479,0.191962657788047,0.182980842753289,0.18150134533368,0.171368894304135
27,Brunei,0.403399263813937,0.410526039180456,0.396119202760615,0.413954062574104,0.421623538404974,0.428572223109431,0.427960277218179,0.46435541875647,0.43018626625347,0.429786756761713,0.447965132043846,0.453533032207533,0.416563932820252,0.454203940891594,0.422457699682336,0.41328462425125,0.522969204489094,0.499365953298147,0.586626336565396,0.551635191344097,0.498019803792193,0.497426125035603,0.487009136017222,0.481570591867141,0.480262982267597,0.451501572503829,0.477198277545896,0.493966348714307,0.494118521671717
28,Bulgaria,0.977390228706564,0.915647452652424,0.935166976052125,0.939095810021418,0.865214175373735,0.824825129226424,0.79028792508054,0.903352653476012,0.81704463683814,0.799308880811042,0.738727503937454,0.732790186809756,0.655376804640074,0.685235233675882,0.626073229957886,0.593974739788003,0.56455633994968,0.562394116504315,0.50644479085192,0.459709413689356,0.47546995456621,0.506457797666832,0.468059191737942,0.426120614954265,0.441813463187286,0.443809263232134,0.41079116825334,0.414824312544473,0.382358198433641
29,Burkina Faso,1.14589008937362,1.1012643216443,1.11727742333265,1.10469935410768,1.13740752753187,1.10976921518071,1.02877186000976,1.02493819086222,0.97471471899261,0.88698830261668,0.897955090973821,0.904710375178498,0.88055322413543,0.996838344322813,0.978550206009017,0.942604595434573,0.908168005621631,0.914013159018091,0.908167929375859,0.898037546968208,0.856801544744846,0.825257848867984,0.806899895153039,0.792482658308242,0.766358443620629,0.777614639996285,0.739789398030515,0.726991247692348,0.696554430849314
30,Burundi,0.43553871170496,0.430084987380945,0.419337354564505,0.447308504483993,0.467528786647183,0.527473018840328,0.583314636763757,0.603158181974106,0.567975238287546,0.511142368570958,0.528386102691954,0.574760492209391,0.544056028240233,0.559213042789866,0.561322730252301,0.570390285120437,0.574116893927458,0.600686736269751,0.573884294508622,0.587094979226409,0.59749395824394,0.608393691163188,0.537531418442,0.599527312306104,0.570203128205584,0.61506968097044,0.670230309642324,0.717270707663638,0.720472982265436
31,Cabo Verde,0.374051585255836,0.403727453098632,0.411552494350758,0.379481214205155,0.316642133372838,0.30664441046272,0.259948639587645,0.250736303372525,0.237470888364922,0.221743129530678,0.317735397583468,0.341614051934216,0.343541141884531,0.323665479118944,0.316576109936048,0.40247707023695,0.390705616971934,0.364959210269131,0.348380755670565,0.34006004939513,0.353483673374838,0.356107260218135,0.314727986901741,0.305979947901235,0.318360862289077,0.319416541268182,0.320390862928028,0.306136313144393,0.305009535766696
32,Cambodia,1.27612599074942,1.12921631618126,0.905690587076561,1.07111102986356,1.4933960572555,1.71052450629573,1.60910492918938,1.58881924899361,1.53490958057917,1.40140922297966,1.24212079954162,1.16667053779718,1.12635138773777,1.11954518856442,0.972829237398208,0.942338982110694,0.88922377525537,0.835896706826571,0.804584347227988,0.871672675233724,0.83718547917302,0.815013526682571,0.754026737662056,0.702946555795077,0.67203823410929,0.658223745581946,0.656534529787368,0.652347946569817,0.613945369920129
33,Cameroon,0.742706474098443,0.752508386813576,0.752590329777277,0.808401771688972,0.772715202753791,0.762545759136611,0.760750557053441,0.722082109451088,0.705390242671923,0.697844966595552,0.706477985690302,0.675718363971865,0.633340205882758,0.617357444156818,0.579896702919429,0.569560133094031,0.542242650101987,0.532542241704209,0.509055378184781,0.510435884826913,0.490619776072035,0.465955277036191,0.456851699532014,0.461403792602284,0.46119133251836,0.475169379937313,0.464874025424672,0.4368789147374,0.433988149592798
34,Canada,0.657213123258964,0.66538719316018,0.67563955346392,0.66274586129338,0.658898848436896,0.658819728552976,0.667132267858245,0.667143764660923,0.651701604110571,0.637146977205439,0.627912836026054,0.610526845549934,0.598058067166595,0.590196812227502,0.56422072127834,0.544652948892861,0.518614717078307,0.508458552108682,0.485869091565055,0.474415800542048,0.470166627146328,0.465485668537325,0.458395035760288,0.456549208474694,0.450699979291807,0.449887381186256,0.439964518408993,0.426413123585931,0.421382723055772
35,Cayman Islands,0.130721037439437,0.141110974440705,0.155367491782347,0.118844428571156,0.148077228638234,0.148907953592912,0.150692797659627,0.12682248595419,0.111737867625614,0.117464553710121,0.138330235060677,0.144448706629666,0.1501286722189,0.141461285089827,0.146517194989344,0.119468888637295,0.105412959852599,0.118889462566033,0.122037284465989,0.133849831202468,0.143084846772326,0.16238074097031,0.158496767719304,0.16505851340904,0.158636971089094,0.159157852862797,0.14743796949974,0.126005147444193,0.117703568461004
36,Central African Republic,1.41531304639129,1.54682377066741,1.67260272425784,1.69747269520174,1.68541183091634,1.63209213969106,1.75298819849579,1.7258963162518,1.70536641920872,1.68362013436594,1.8077450117177,1.77511148878751,1.75259669682955,1.88696090269211,1.81844180042719,1.848204449593,1.81951303965688,1.88116687212938,1.84543222474133,1.74366176720683,1.70490195504798,1.75575363871758,1.6924748808357,2.67506157354402,2.69391464782828,2.6366499771968,2.6202024617598,2.55089742845603,2.48976966248943
37,Chad,1.67076421102215,2.53800659519074,2.44893384980635,3.00280268658227,2.87183191873429,2.97649458885795,3.03117359754377,3.01172301740312,2.94302344916446,3.09476642282557,3.28018224976343,3.10475295397629,3.02316325046581,2.82108798684619,2.29416287984911,2.06842778899093,2.15308679689175,2.1902560004857,2.22918822594429,2.249818825099,2.0938228085852,2.19374844976661,2.13157013195407,2.13577540965435,2.1094546031088,2.23895422568179,2.52002338616652,2.74659775781383,2.78380242816977
38,Chile,0.435475041640725,0.393951532456225,0.36901193102238,0.360935084919151,0.365033751122735,0.361151405703571,0.372881957826816,0.378141707065406,0.364808405638905,0.381292532226144,0.350424094600998,0.332851513009208,0.324805518295173,0.320152228702834,0.318100979413538,0.303475286730018,0.289153293257019,0.300424542559766,0.302214326599288,0.296677744939533,0.285529760765457,0.295169986559512,0.289282310536395,0.281928092877256,0.261003660168412,0.266538285736442,0.273985891549754,0.27533595650841,0.267970988025051
39,China,2.42527879233022,2.29830139342307,2.074855604509,1.91346407085045,1.77212321843864,1.74374915166477,1.58575603768573,1.45952558420203,1.3779868881593,1.27039775086508,1.22600911093576,1.17385699735103,1.14154374151333,1.16793421378984,1.20274268323368,1.20343727504605,1.17116584210765,1.09505169363844,1.01926422482844,0.992956206554255,0.970549390451366,0.962642178296863,0.918801117740839,0.873682800961597,0.816775271609421,0.758743993585221,0.708508501073276,0.67307613095093,0.64720692015907
40,Colombia,0.477392805658779,0.472322021116457,0.466580874610016,0.456516177933502,0.435651107761059,0.42757232408136,0.419360520261795,0.424374772707588,0.429415760585002,0.414867965029499,0.416845446860218,0.413132212577197,0.400216081374686,0.38686677924278,0.369312877992649,0.362383652906271,0.340548133184642,0.327221245020397,0.320077958546626,0.326547964360733,0.320771171159965,0.305810444600277,0.290677201726441,0.292479443681987,0.282434877085736,0.276284851875028,0.285801544738227,0.270156501010771,0.273237177415567
41,Comoros,0.248728269550646,0.270455200377721,0.248660631732483,0.245075931498743,0.263940582545268,0.261268043229983,0.270551532398994,0.26596587571485,0.279639496210673,0.283992494904684,0.277711694312818,0.283625782927479,0.28243944651275,0.293537189136294,0.300283068208323,0.292352562344226,0.307038430723906,0.268968697752767,0.269129515492919,0.278301471966483,0.287095748021757,0.270801768397374,0.27106427250993,0.276284666074364,0.265519765162998,0.273620227625877,0.283565038637766,0.307495326435065,0.306321566194844
42,Congo,0.828444038219702,0.803593422049883,0.782886268060619,0.794534612392858,0.77130012624706,0.909765481030895,1.09696066515504,1.17024289003458,1.3394383110302,1.4048701652812,1.39237065323028,1.28174129708732,0.822182000046309,0.913236699757313,0.950041886737083,1.07045387601056,1.0926184695729,1.01032786464007,0.946544537171819,0.92596612867891,0.916386164889048,0.861701796321575,0.755089755505302,0.746583777689421,0.714284619941342,0.738149816772967,0.817739112071715,0.922647682936016,1.01914909626504
43,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Costa Rica,0.308112700212645,0.310778713146329,0.319048750421685,0.298708882721334,0.296331365828974,0.2729925493598,0.267538546213477,0.253405230492591,0.248859568278491,0.232479825564086,0.218710348784917,0.214826200732884,0.208169490785028,0.207736513024908,0.203426304040715,0.19550927248616,0.190264473406231,0.190781743936905,0.184347608641156,0.183747398407288,0.176062070872881,0.176232007871969,0.164481013114913,0.163952574154711,0.162170262362465,0.153764701493775,0.155367553406435,0.152166292238832,0.149737986636047
45,Côte d’Ivoire,0.191297750021428,0.198057782474463,0.202532851413243,0.207564433545141,0.22024258074364,0.216558709115847,0.224239546043189,0.239368398169893,0.224501917205027,0.252249616529688,0.256925908376055,0.259365789007167,0.277292527497355,0.25884136067749,0.268823620550448,0.278315783288607,0.277532267007434,0.274813991672276,0.280762560183505,0.265231679990598,0.277784345095817,0.299367934253954,0.303466891401427,0.291678302037391,0.280126233147085,0.266782061350282,0.260212552398166,0.247937227868766,0.232796357191998
46,Croatia,0.407584842418962,0.367981427622808,0.360577863507081,0.394605618195173,0.359554105490083,0.34507931340088,0.326962754566694,0.333207568184008,0.328440522608025,0.335068238900784,0.321958073398525,0.326077197506966,0.319318402287505,0.319510386027896,0.315171523695037,0.304127391995147,0.297288261734209,0.300243421181714,0.282585059487089,0.281683450315707,0.279410511629674,0.275863880936124,0.263936306531983,0.261977088556352,0.255137113621604,0.255486748427924,0.250002588013753,0.244880116438711,0.22621006570002
47,Cuba,0.625408379823843,0.576016078135637,0.55711906291469,0.581488550347446,0.582609198802834,0.567463409602174,0.551763357076411,0.554102974940507,0.527407178395271,0.500790892099309,0.467405846529492,0.429289091618574,0.404816358838693,0.375845589105654,0.338781517002409,0.295959269628288,0.264412737785547,0.245744524000728,0.229243713140634,0.22970604561413,0.23375517848398,0.217021967721185,0.208186286741784,0.194030962843661,0.187071468972438,0.177118545602302,0.178173534799801,0.164616213942831,0.15475513969361
48,Curaçao,0.962567839763636,0.973029650024527,0.999211644784026,0.818884487177253,0.890759332276731,0.865893241130047,0.84531844955938,1.54966738612877,1.53940671951676,1.45797108652794,1.47626633799727,1.49825977752367,1.42555705400413,1.42415612009515,1.48537412921954,1.55449940167294,1.50532897039676,1.59434149130364,1.54407125557162,1.45480912530357,1.07715645888622,1.34193642674225,1.09476944327246,1.06639099086783,1.1569472586922,1.16922640995135,1.04787736112116,0.96429123039268,0.851845668715144
49,Cyprus,0.36092752349171,0.397138802567045,0.384055641027254,0.394031425485726,0.38493228621492,0.350249361961033,0.363299860130793,0.357560612179398,0.360729634138789,0.355514103564067,0.349951062115158,0.333620339827135,0.330669515963876,0.352070941695482,0.331942193629062,0.322550129263731,0.309634908214145,0.306242264870728,0.301410752400375,0.299853361720106,0.294817018782345,0.283990273294185,0.275251946311512,0.272841836902499,0.291794807205447,0.281971682735478,0.278312716153066,0.269958577440159,0.249944504477447
50,Czechia,0.796014645939765,0.811522198946892,0.777862489809516,0.758166084376406,0.704676090997159,0.661963188840128,0.644195305310862,0.632896106491751,0.608383450865763,0.56892467231023,0.595505101561004,0.58099212388482,0.551233484158204,0.548044835223379,0.527784793013338,0.481056928213446,0.454489310471791,0.438534189188391,0.412341787056916,0.426053472881377,0.408114302156823,0.394998876509047,0.385887290101232,0.372808337284525,0.35840569387805,0.344037114233285,0.338068960373384,0.323746897734471,0.309585461462672
51,Democratic Republic of the Congo,0.367253846872719,0.373078107919153,0.417549493032354,0.482602851789039,0.531366941816456,0.533279470637355,0.547494341298488,0.580528611185125,0.586994136161053,0.601454151725891,0.661180412968207,0.675930694217477,0.665473142706595,0.655640894504064,0.625442571570454,0.607937690048939,0.590306812311198,0.582868160699008,0.560302220552238,0.548628046726534,0.525131445012472,0.511824270646086,0.591657726392313,0.595509300044867,0.594780263415055,0.548451679824185,0.535800946003338,0.54875200317026,0.521120149692692
52,Denmark,0.350825770247068,0.398353081528028,0.361426511603137,0.373879563290413,0.373308889818018,0.349051749393448,0.397248591865561,0.343702171127415,0.318821009569661,0.297558163465175,0.272027468661782,0.27544698177919,0.271481018322113,0.29119214240314,0.261165838637437,0.242361135507665,0.257769845771317,0.239373005188556,0.228249304630287,0.231295306512693,0.228184917415599,0.20686165589179,0.188735217185373,0.192386658139854,0.176763247157246,0.164361301276462,0.166055790234925,0.154317755626815,0.150784517845676
53,Djibouti,0.996180585919333,1.18852448665349,0.872668919045765,0.716202248339889,1.00218434655086,0.873294691455919,1.02550749214638,0.998004646574735,1.02046069925892,1.00205613471085,0.720399918075692,0.740392614062117,0.750313384674629,0.715205370040423,0.689084084932239,0.639396642002004,0.539225613055664,0.523742829978502,0.496862258842713,0.622960584330853,0.720781130209068,0.568948171024181,0.600518981745199,0.580360677140033,0.548500264264996,0.492644981419487,0.458575141205987,0.479562657281546,0.451516060394689
54,Dominica,0.199594243115693,0.201694243366125,0.200083589385116,0.218937543683055,0.2558959770513,0.276657716023474,0.279419794107658,0.264625824090329,0.210159502099586,0.252713991395577,0.261298777677784,0.271276844159282,0.253535995731771,0.268351621523299,0.288811951596478,0.276824274063225,0.259492267136301,0.273924912603204,0.240350821531945,0.253341946941472,0.259205576887507,0.270809310037131,0.278499205814001,0.286289140596766,0.280563956637746,0.297660298127614,0.285401929385753,0.316144077439321,0.302900380625625
55,Dominican Republic,0.390991946441887,0.406167268757526,0.386141297400006,0.363905567277282,0.384888479747654,0.378642763462112,0.376978609077706,0.37458179030307,0.381224663553506,0.369148098133207,0.360523485938451,0.360730430461343,0.373846009590958,0.350434487848825,0.335040464456104,0.32046882790074,0.314566597665568,0.303258300619839,0.296029289230073,0.290431939304889,0.278341463469656,0.273528582234264,0.272765047868764,0.257631240174809,0.244149715556298,0.243352827436124,0.236531967926652,0.221842882611618,0.219311368985965
56,Ecuador,0.431474224607873,0.418773225432148,0.439544112217629,0.44077699191839,0.445078793713878,0.462457007719579,0.496405601420511,0.48873537024849,0.45390407292507,0.429848948420112,0.42194532929091,0.434669392993739,0.424572727155347,0.423940581851819,0.425043571319708,0.408251689012392,0.407025671526922,0.40717102257729,0.387058285035226,0.413225601762539,0.429565318484964,0.398915445185751,0.37916250217468,0.374144846423022,0.373400755580262,0.362362360008604,0.35973807244505,0.342677457693113,0.345432622044393
