,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Afghanistan,16.2696608261837,16.2131658389861,14.3232517522007,14.9006345081737,16.1789071652985,16.8612827230327,16.8451215226885,17.0215566241172,16.5587059044868,16.4246518191952,16.3951490117503,16.608502852917,16.4886349642265,16.5152978912074,15.4685227948259,15.4716565206238,12.5321593438772,12.9664012335538,13.5470099071086,12.860045978843,12.9629992426832,13.0335538873814,12.1821326250476,12.2879364780988,12.3338495480476,12.831686894293,13.9854535327368,14.9797012655513,15.8243952742115,16.8257202710525,14.9007101839419,13.5303213182623,15.6655019089017,16.4455476098878,16.5457600439428,16.8658858418643,17.1317590602021,18.2704171303167,21.4135300070422,23.9019917010081,27.6643841374625,32.941902888457,30.5355628910475,28.6443269417925,28.4614654555642,28.2826500277455,26.8598579026311,29.3264780287605,29.3056755036856
3,Albania,7.94280822267541,7.89237458231466,8.7817993305545,8.27372811152915,8.5725624814415,8.75840178835672,9.3707141665233,9.92738795958335,10.9278824638781,12.0840550951668,12.2813109169867,11.3161446012765,11.8827201781882,12.6827749172602,13.0517384820986,12.6127362869333,12.8287521924822,13.1025125146801,13.0223414273459,12.9025425761043,11.162356250269,8.68737392058519,5.92753440417533,5.95478248162369,6.63005684052067,6.27445577235775,6.02664458959662,5.29555456698018,5.57235334833635,6.79934582132725,7.00079475454468,7.18688186131879,7.81181182941359,7.9923741233376,8.22324986483297,7.83150742558882,7.85909027794639,7.80978844299981,7.60378152919781,7.60047093520298,7.90125942693945,8.30246147686874,8.0029106354395,8.24514452711596,8.72748504455058,8.57276697651734,8.36382838419108,8.96645342477855,8.97260962835033
4,Algeria,51.5420091438545,55.3637600833789,75.5140197179295,88.3506633915412,79.1253094039231,76.0018347586502,90.1221829186441,97.885830777147,107.00701520335,110.210507351845,106.125359834861,101.001283017932,104.579423035894,110.032468971557,115.005347841503,126.363782526825,131.289909672309,130.462021627477,131.276529421386,134.959812378191,135.538013230807,138.909228941019,147.97765078227,152.672342984577,149.462505579221,158.390420244929,159.423898079383,154.093227964935,153.534759648627,159.825875396143,167.549374021648,157.932771354605,159.210409128953,172.339430673142,169.981880903004,177.661923241419,185.635931215788,185.290023931609,193.107538608418,190.889789189637,196.903212860372,203.159562283426,219.382449845903,222.501305046058,236.758124775811,247.266740202267,249.237466006696,252.131176163583,262.449791160427
5,Angola,18.9854372333842,18.8547816255112,21.431677030931,22.9823437198254,23.6532636365796,22.517467987093,18.604011788894,23.3005268937362,25.4540746654562,25.971847520737,26.4411935626212,25.0657561182766,24.61406123024,26.3688663097808,27.3155399562764,28.732402527846,30.1208086482768,31.9908594027638,34.3612170264946,34.5512394973304,31.2737054129908,31.4082987723517,30.6662792675681,33.8816127224356,43.1177722261656,49.5391091437001,59.1792525305855,61.9109209102472,66.2884203332432,67.2751989221052,63.114717074597,61.086946609087,60.271910951963,60.692193065807,65.8265910850646,64.885656387396,59.226601080072,58.7025646643216,62.7348741388286,64.012227352487,71.0240922725173,70.193863913163,70.6334316428694,75.1940073798188,77.5278317970518,81.9354208896036,81.7602214232892,76.3291008429288,74.9231390105642
6,Anguilla,0.0043987724186625,0.00390523756500854,0.00400459141901343,0.00384733705851826,0.00409521728679853,0.0043333214751389,0.00417217068064306,0.00427394290640148,0.00464004074816806,0.00494831708915053,0.00617825078908597,0.00846336170103323,0.00890509839407757,0.00794163925176275,0.00764499845010032,0.00546301471606479,0.0049993647668566,0.00812524874684556,0.00788635346927431,0.00833924160461507,0.00839209778046617,0.00997725037126263,0.0103859579891624,0.012553225167186,0.015891560616512,0.0193131943731443,0.01917561804606,0.0165174599179849,0.0154123167409892,0.0147527526657232,0.0186581177502551,0.0191231878122367,0.0140382565718402,0.0174152400304405,0.0168305113155419,0.017108704788629,0.0163106194995983,0.015906519088417,0.018944412402344,0.0240020768989777,0.0279722216409911,0.0300519302574969,0.0301112102650009,0.0321080941738541,0.0321046121305339,0.0322570372191839,0.0326233812015183,0.0333769252459105,0.0325373051499067
7,Antigua and Barbuda,0.335875577120261,0.341518427315002,0.383907982309697,0.4152851966251,0.353047396480076,0.432713999779493,0.390674701624648,0.426608018005898,0.445566199718745,0.428469426055524,0.430947448539202,0.396175675325458,0.495095829220763,0.334527292535042,0.396102865762046,0.392163519788182,0.413039406243975,0.526416090162271,0.514043473191703,0.48237615206295,0.48801033289549,0.511103704564098,0.520416743653575,0.482749622480515,0.509107432593536,0.531798403876654,0.536476625768843,0.527459703776512,0.515728796843759,0.528312535310093,0.508858171252952,0.508127190156005,0.512151311161741,0.566582423704967,0.592373674798442,0.582028044403807,0.577254862494703,0.588876795351076,0.596900876825399,0.672051084016028,0.652012247927483,0.70674883164307,0.769937916282208,0.819400318722757,0.812601308676519,0.808838726144894,0.796926206678429,0.639943248606606,0.6234164395394
8,Argentina,216.175065048976,219.481711029465,225.107789917391,233.991959805695,234.366694245124,234.391492587623,243.076746001319,252.464159491443,248.452693955071,253.43103761228,249.140109256335,244.408566024793,240.343702048128,245.340988552767,246.546858964809,239.626224862524,250.07497794317,253.344061413757,264.881294575733,263.909650466703,263.607145955499,266.944125533982,270.352325139335,267.79386185588,279.220611868238,284.666954322234,290.546849162992,298.630020123561,302.591488400905,312.651700218805,312.57133189718,306.82168197042,306.283562176123,332.304526070464,353.032522170137,358.185322969928,374.255197567107,381.82116970775,389.933715729234,368.274128067405,369.929695259546,376.079014782657,384.084303241255,385.919681677026,395.415807760525,401.765697750726,405.623911297515,401.103895082708,397.306136146851
9,Armenia,13.2476842622453,13.3904158824648,14.2731197637766,15.392419541509,16.5275784795296,17.9711306240612,18.495783250149,19.1292268719895,19.7948196548674,20.4966112978716,21.6366841510896,22.0148072411922,22.5358919138866,22.6690336286892,22.8114768219361,23.0836155536541,23.2501182911005,23.542320988904,23.7487299921873,23.4455619893617,24.0985629645442,24.696681453489,13.8100873432236,7.56458874635316,5.25025518439254,5.91845602278344,5.00102615933815,5.75125845562654,5.77832683646871,5.43163820525182,5.91809214193237,6.02528250464855,5.59728088249749,6.06390870330717,6.53044404095147,7.31022886219274,7.32668507296311,8.01746340615918,8.54235539653013,7.2705377998605,7.0439222526724,7.69456826787373,8.59932498270672,8.46694292978808,8.50871148820919,8.08410706716687,8.24878733527889,8.51508046459461,8.68045985951525
