,IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018
220,Annex_I,OECD_Europe,DNK,Denmark,bio,0.0738221617,0.0775113199,0.0737823216,0.07280113331,0.07450980528,0.07441996075,0.07680568869,0.08092353475,0.087190685057,0.1028129874,0.1206638749,0.1413241881,0.1527990451,0.1548623939,0.1712756184,0.1715125085,0.1830139488,0.20269869944,0.2045458408,0.20723418988,0.1978396729,0.209019168,0.21158981822,0.2229118156,0.21628709823,0.21380302428,0.22583417984,0.23232027775,0.22944029449,0.23798484924,0.24847460287,0.27253666312,0.2853251745,0.32785367656,0.35411688622,0.38195151456,0.3936312490724,0.4295765231764,0.4398208016174,0.4529606672269,0.5344096544734,0.5102106098502,0.51657932836,0.51967644292,0.51885310423,0.554945345512131,0.585057561814754,0.655032315020516,0.648231952432814
221,Annex_I,OECD_Europe,DNK,Denmark,fossil,29.99708337732,29.85679887011,27.38964835001,28.44001915893,32.09955479263,29.96661094902,24.69938378657,30.67198012461,29.92519708261,28.52244011636,32.4193933371,25.8848367037,28.8316792735,34.1147550226599,25.57952115703,25.12839135512,27.01724926092,25.70824859827,24.59436179859,26.69467605094,25.20665510896,24.694889999862,23.1840890924193,23.4696151419307,23.135759013918,23.096027064564,23.1117789413831,22.897152358182,22.332656481867,21.988157488289,21.961777409649,21.356475816045,20.632454960134,21.110122300957,19.461653027436,19.007129530644,17.349815979811,17.745157278614,16.939429756253,17.025938895459,17.139318504403,17.187504787432,17.581405244698,17.3133762164988,17.676288497328,17.8970156355338,18.0418375244256,17.6557966055928,17.0722169374917
224,Annex_I,OECD_Europe,FIN,Finland,bio,0.763628061,0.7425297749,0.7287245283,0.72411806,0.7105807603,0.596963888,0.597647426,0.580050063,0.6042531285,0.6350664982,0.6451191205,0.6614380615,0.633656744,0.692636897,0.7415666099,0.6941474626,0.692214828,0.7266027542,0.7224390887,0.7785308333,0.8310042259,0.7619682371,0.741129754,0.8179504136,0.8701556747,0.9099611716,0.92197052635,1.0226021679,1.0678509871,1.10664247482,1.18808451418,1.1544267931,1.2424649091339,1.267515325852,1.331716777387,1.24356745729,1.39666962474463,1.34804784172984,1.379908415099,1.22336165238392,1.4433522528956,1.43366726560865,1.5121217317504,1.5543434377126,1.58294299397167,1.55427776672514,1.63935971905048,1.7068948396077,1.7195011839261
225,Annex_I,OECD_Europe,FIN,Finland,fossil,17.5472422206,17.67889618586,18.51064718652,19.32146817336,19.6056490422,20.0676158366,18.36535500698,17.66413582846,18.88607184499,19.49340549246,20.04046357829,18.96893159822,18.72726764179,20.25568375898,19.8470112239,18.4985962293,18.70003283804,18.39574211789,18.340300370446,19.122071209811,19.63698573963,19.594846127694,16.486955516453,16.955243772411,17.3686024592,17.57572278117,17.899092789877,17.9798496405801,20.05221888209,19.7044385472898,20.2492763515971,21.3212421618989,21.8070177842205,22.551076956065,21.9645850720077,21.1793012111413,21.7304839332632,22.3547303472109,20.6098986758974,18.9752275335236,21.0928812687339,19.9225376545574,19.3695531425478,19.3179960941021,19.4292402042817,19.080288876785,19.1677255569898,18.7070743809777,18.8857292411762
239,Annex_I,OECD_Europe,ISL,Iceland,fossil,1.0472370341,1.03531143785,1.08296572017,1.12457441822,1.17058705117,1.20018006438,1.19228183438,1.20699507472,1.23310570357,1.20942897553,1.15134576565,1.16630887147,1.36606616401,1.37713269252,1.38269804771,1.40591226264,1.41452865112,1.40017893633,1.40651783309,1.4157882627,1.27133810863,1.24917078147,1.22411506396,1.24447503914,1.23672156355,1.19304704642,1.23891722014,1.2204791453784,1.230958439782,1.239894293507,1.213082717424,1.2497420023,1.25850263673,1.26086852769,1.25470901031,1.25667967584,1.26255023997,1.25510435166,1.25837448774,1.262603901428,1.258138321435,1.250814600488,1.24373295449,1.12338397512,1.135721651892,1.154390561548,1.148361594188,1.15293027466098,1.1197674823413
240,Annex_I,OECD_Europe,ISL,Iceland,bio,0.00162376189,0.00163400819,0.00164173332,0.00164857065,0.00165751455,0.00166020599,0.00166211055,0.00166047515,0.00165918379,0.00165625948,0.00165579301,0.00165455121,0.00165467048,0.001654846,0.00165562667,0.00165439759,0.0016531092,0.00165021253,0.0016460618,0.001641264,0.0016365616,0.00159914407,0.00152900792,0.00137219264,0.00125208087,0.001097152976,0.00097813289,0.00093043813,0.00079033761,0.00065272384,0.00062924516,0.00058312983,0.00056901247,0.00049899373,0.00067937841,0.00055524565,0.00058894424,0.00098339839365,0.0007152299585,0.0004214690623,0.0004383784806,0.0005070858445,0.0005051579148,0.0007338927379,0.00079485843836,0.00108181588289,0.0014052725732,0.001536081112,0.0014641119803
247,Annex_I,OECD_Europe,NOR,Norway,bio,0.0088433199,0.0089393773,0.0088094088,0.0090867039,0.0096511038,0.0088051315,0.0802570211,0.085134179,0.089198394,0.1040666333,0.107735359,0.11679498559,0.11431822222,0.1184501768,0.1269047103,0.1406973192,0.147832663,0.1538984967,0.15072064262,0.15490238286,0.1748229731,0.1646436721,0.1603081837,0.1752706204,0.1881428826,0.1868109684,0.1814593898,0.1899748687,0.2090888549,0.240094008,0.2153508646,0.1905569995,0.1998343047,0.20752109198,0.20030342402,0.21128007267,0.2063302385724,0.201954954005,0.2107255101574,0.2046280084336,0.241494309988,0.238351593492,0.2289030084672,0.2110440958068,0.1743847145103,0.1906967481237,0.1947234017984,0.205524170427,0.2042455074314
248,Annex_I,OECD_Europe,NOR,Norway,fossil,23.1215824646,23.8320298326,24.7789530482,26.6195523412,27.94713776319,26.96228418214,27.1304159072,27.45428656719,27.04774895421,27.1742827264,25.89996273319,24.89803505311,22.6965831464,21.4048935132,21.1400841192,19.8766914222,18.5492663802,17.3734243882,17.903799148,16.42398545351,15.278787437,14.8807651159,12.935989177,13.922414989,14.183728277,14.61353802301,14.7183326547,14.605770307194,14.804309414384,14.672283160294,14.0150477114044,13.9862865570656,14.0431679334591,14.413765597472,14.493158261242,14.349954086176,13.3926922627058,12.5051635376094,10.797426306049,9.941243922214,11.359146678894,11.237663526519,11.480867236423,11.3584763691652,11.3215550334678,11.4433612540922,11.3448732469809,11.2494828044062,11.250791654325
251,Annex_I,OECD_Europe,SWE,Sweden,bio,0.56657772778,0.56433002406,0.5640390783,0.67311676743,0.67740062682,0.67820279421,0.6717466465,0.64886334451,0.70401036622,0.74052434105,0.75872998775,0.78340165919,0.76111435311,0.84551513222,0.91866283032,0.95889239785,0.9627017336,0.9710951999,0.98626508718,0.9768237056,0.97157660087,1.01104467206,1.04308569604,1.11082272976,1.14849688696,1.25266650355,1.32579358,1.35913373416,1.35492475457,1.27849932849,1.42184460813,1.3165592493697,1.3086166953768,1.365471198907,1.383355684834,1.473258635765,1.549020052594,1.61575297214,1.604675794649,1.659976198428,1.84005024429011,1.70216190637477,1.86292243796551,1.8179277414112,1.78085149861388,1.83374656996546,1.87678545791403,1.91419174021047,1.90826950004368
252,Annex_I,OECD_Europe,SWE,Sweden,fossil,24.54951941714,25.4977783896,25.38135649511,25.80074406958,25.51480075304,25.68514243151,25.047582931555,25.0035382692052,25.3297458949852,25.3682614923292,24.7923187822551,24.4604696660628,24.206798372317,24.597714179192,24.940573107672,24.512407676095,23.16794597416,22.4400258221618,21.4063855903158,21.586893389332,21.50202517816,20.8851009456657,21.2176374348084,21.628624202438,21.6374170972147,20.9511998114967,21.6477136149822,21.1783384949024,20.8887767332521,20.3327606374785,20.241273687982,19.1556824774034,19.1573046778204,18.919813657664,18.603664699737,40.9781530561647,43.693279252701,42.6523293733517,36.2949959809827,33.241493319373,33.9336124612137,31.6959141147056,28.2938043622449,28.1525681773305,28.4926343169818,28.4932083739159,28.7302792453254,28.3013840685455,27.4381473255532
