,Unnamed: 0,Sector,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
468,468,Transport,Denmark,7.4563116761584,7.6388053671484,7.8727313114464,8.2087651217948,8.1007817028412,8.86316693987505,9.07681584116542,9.28521075284761,9.51932015933493,9.51030789835462,9.1838316527461,8.92415618023891,9.01168252217551,8.94715865573271,9.5100487092964,11.0030953134541,11.4520000571108,11.2644964968692,11.2743972810094,11.5764759149831,10.5176388603785,11.1194038023309,11.0887349589625,11.3649170479075,11.8157061665769,11.9444986349746,12.0612446283455,12.1895478351034,12.237669440298,12.2767440025784,12.2555068036956,12.2796906865995,12.4569573222318,12.9291580442116,13.3281933244236,13.5748267867047,13.7528862400483,14.3483051630879,14.117001859114,13.3908159079402,13.221246189848,12.9241607850616,11.5432520547151,11.3754503149342,11.4677637490454,11.6895116282624,11.9531476480842,12.1964361587304,12.2202617414237
482,482,Transport,Finland,6.1676719747033,6.4048519951901,6.7849783646521,7.3315188444061,7.1598022113827,7.71093942736389,7.8003359714045,7.8526980742536,7.95745563848604,8.56962129004158,8.51282812234161,8.6197413849486,8.8197849911606,9.020421890914,9.2809917537004,9.6973958708718,10.2934093509748,11.023032802565,11.173502116478,11.7970252272351,11.9545414942209,11.6375639454022,11.5920616299675,11.3563985620324,11.8082811238748,11.598603934878,11.313889194829,11.9274133132664,12.0829948534063,12.390615725991,11.9563113779838,12.0910293695114,12.272150541099,12.4660651678527,12.8016305516729,12.8189504761167,13.0003673491339,13.3372527063891,12.7066729537941,12.1276872821725,12.6347936521422,12.4577527705473,12.1456426266855,11.9805494136311,10.8346504544153,10.8329762630288,12.0540166493494,11.4517530398172,11.4928938504513
503,503,Transport,Iceland,0.29291913928782,0.31179120483702,0.3274769924441,0.387075677485,0.35256319027905,0.39006334718085,0.4177242850183,0.4178422808064,0.4682546292503,0.50524956545578,0.4773623979464,0.577433484294,0.49640205281915,0.49031694109,0.53415643540705,0.5063989929685,0.5347413202347,0.5880440646275,0.6067368859115,0.6099433224773,0.6412289767597,0.6506307851873,0.6476934560181,0.64460491872375,0.67297657948591,0.62226948360849,0.69427559201046,0.600097189737024,0.625141944779976,0.638151184499376,0.641476212133961,0.65047621559721,0.650093187318529,0.65276467755744,0.68408276260087,0.68356265761733,0.91392492461005,0.980060938799183,0.926239780453013,0.900294149040789,0.856096694753219,0.827889852457795,0.809558457850521,0.82553763686789,0.828361078326998,0.858118280508957,0.937415509041153,1.01593351542021,1.01391867089085
553,553,Transport,Norway,6.8624541819375,6.9552714685255,7.1218535018786,6.8833625501186,6.9500496493896,8.13643280715821,7.7390500154831,8.4400506550401,8.6326383149341,9.4951336830781,8.6534662118936,8.3191359801861,8.4397579396136,8.6714592053616,9.0391730403876,9.43124056195959,10.2472685347806,10.4063062129226,10.5780400742346,10.763638690826,10.236386075161,10.3518759997577,10.6066996796545,11.213317620892,11.048311847809,11.7293237045683,12.2551719275681,12.4515100333856,12.8836748943442,13.0871775575813,12.2418683997782,12.445656289282,12.4407423268428,12.8158170486405,13.1895700560995,13.2401944539381,13.856335636546,14.4487111677201,14.0961073463802,13.7920007010433,14.9916177027917,15.136278517656,15.1542699758231,14.7681009425222,14.6149578525727,14.422332978648,13.9172263965659,12.330838081438,12.7040958775202
593,593,Transport,Sweden,14.2308193936126,14.1644775980974,14.4751271083898,15.3928131482724,15.2757279904768,15.7783365578039,16.8862402724455,17.5557882087101,18.0425474857998,17.7171688246569,17.0449064873354,16.7356814476976,16.8390712325298,17.1770365950198,18.0184947933261,18.5867945534865,19.8021573260027,20.1216254666392,21.2320384909054,21.79210445838,20.2868562078121,19.9907248974335,20.7893692196227,19.861148831606,20.5837121523432,20.7858571765046,20.5311342575707,20.7611079930092,21.0403287835635,21.4761624423206,21.6166550505421,21.5233769486145,21.72077615413,21.9960682552075,22.3741427012273,22.722172326275,22.6485060713318,22.9243601603465,22.1222299652472,21.5199831927853,21.9553402163842,21.3456488502084,20.4707942589919,19.9496859687277,20.229497629061,19.9842381519579,20.3084774261557,20.0414793542348,18.2125426733801
675,675,Other industrial combustion,Denmark,11.100591975,9.9529295004,10.2258961883,9.33951372234999,7.1267205643,8.4800393706,9.32165808679999,9.43267452569998,9.9385503727,10.12288344165,9.18708234505,7.74754037115,6.98106744290001,6.51837304790001,7.2765090553,7.52609658925001,7.91075382450001,7.57116794415001,7.36384273525,6.98330955035001,6.85205956705,7.34951940041,7.39527554351,7.33045801656,7.460794183425,7.84455422951499,8.008909551985,7.90538877765,7.7133256334,7.9022023549,7.68245021735,7.8489776819,7.52347185400001,7.5869593494,7.75433754615,7.56790225075,7.7881251048,7.5938134021,6.98399602355,6.08042233725,6.183843462275,6.2135968503,5.94943207035,5.610374248425,5.5693516734,5.60119000434999,5.57003960965,5.850148565825,5.8222759172975
689,689,Other industrial combustion,Finland,12.56639906775,12.19507230425,14.96199790515,16.13059405785,14.72726798007,13.09083886827,13.88852939555,13.49109354645,15.40667477405,15.7564948766,15.58600875315,15.91751426835,15.9744400229,15.2253808557,15.68650575647,14.2820311094,14.3227169116,14.9834721048,14.28942404605,15.6827620745,15.5978509274,15.1031562878,14.68515285915,14.21989087835,15.667785342,13.98391403705,13.9427285148,14.0421170412,15.67657647075,15.1075526751,14.6868073156,14.4691027975,14.30382757355,13.9731777999,14.14250768295,13.64053196605,13.8402368061,13.8637455017,13.30411661735,11.30406731275,12.84453772525,12.5991508885,11.59492758085,11.6096615408,11.3639701837,11.30894609475,11.18347286095,11.2059915823,11.4672925403189
709,709,Other industrial combustion,Iceland,0.2011388542,0.2756865022,0.3067480222,0.3533403022,0.3969336992,0.3066397532,0.3530340028,0.3749750972,0.4526288972,0.5209727912,0.5244267234,0.4279508744,0.40863494895,0.4681036264,0.5867207958,0.58332040855,0.58826351525,0.5305785529,0.56523077165,0.54641771695,0.55311566265,0.48670586415,0.47236945015,0.4833993738,0.5596295855,0.5226849481,0.638010076,0.6445920809,0.6336580659,0.58387146595,0.7688887379,0.78973368065,0.82860875425,0.77626297325,0.8514584894,0.8305191049,0.7539039086,0.7063566494,0.6178886638,0.5148762889,0.4968761707,0.4743068776,0.4992569595,0.54931167515,0.5995241266,0.5234166405,0.56156739995,0.5762274428,0.604056300090362
759,759,Other industrial combustion,Norway,9.256303472,8.83882304980001,9.1931031636,9.615431343,10.5083778686,10.5503351226,11.761069376925,12.04833456305,12.840965967775,13.320587189925,13.269329922,12.44726931295,11.6513057974,11.7851987861,12.2877212689,12.9225170534,15.1511852753,12.64678129575,12.9628070225,12.643732122425,13.261233452725,11.525112885625,14.4846863288,15.6445255057,17.14949982365,15.87289842805,15.5442996522,17.5422900103,18.7550265202,19.8819954731,16.13220888935,16.34204266395,15.5529389108,17.4673726329,17.99989150255,17.2639591778,17.5503750742,17.6172550999,17.6125282838,16.73963270545,17.5173642097,17.2039106771,17.2075041606,17.6243382909,17.8290922912,18.3116283222,17.9259176078,18.61411965865,18.8753212252846
799,799,Other industrial combustion,Sweden,25.3031575242,23.6437198222,22.85712740745,25.6162148513,23.82932113255,25.3754713928,25.22011756034,23.10029650334,22.705585917475,22.97487388745,21.0844983695,17.74518353874,15.97445127425,14.53283504485,14.024224321625,14.56342035665,14.05293454345,13.90064533335,13.08380921659,12.67205842885,13.9150814608,13.3409478669,15.7529613997,16.804743443275,17.02307603975,17.205679875,17.66722766555,16.28084427405,16.4571819637125,16.67048442555,16.04192058725,14.2774824689,14.35746138085,14.34295641565,14.81856445195,13.3286073679,12.30700963115,12.0342795613,11.17166784945,8.915826812575,10.77968113805,10.674478947675,10.13485737455,9.29438899157501,9.61182371609999,10.1610312599,9.55434360900001,9.62967362355,9.57390457326192
883,883,Other sectors,Denmark,20.4444266115306,20.3736620379647,19.9480105746932,20.5670784378271,21.6874370432333,20.6425847437441,19.1390706560213,21.0894191570144,21.3802953034097,20.8510840691832,21.5054129102574,19.3956750324994,20.2740097846918,21.7407059617842,19.022404620428,18.9286824466256,19.497620571988,18.8441082985826,18.2543857169762,19.0869091730366,18.6907124998434,19.0392211961472,18.8640155615696,19.0536074237744,19.1426236069906,19.4708959419984,19.6569352435021,19.6509500093459,19.327713402021,19.4742839736246,19.5925921345982,19.464903587222,19.0083656390537,18.9809296511164,18.5062130366646,18.2558942013534,17.3928794430722,17.4193947000698,16.8140477830534,16.1439347610689,16.0838727085704,16.1119400259618,16.2603770513758,16.0532437844946,16.5835584297162,16.5209857198472,17.0729853242114,16.9922551465552,16.7894173486674
898,898,Other sectors,Finland,24.576525380776,24.925752666615,25.5593088458398,26.2879232940124,26.5215731198274,25.4632843427126,25.0276255217072,24.7522991824574,25.4933666465388,26.4304790539784,26.4874640876298,26.0330531839118,25.2288910023668,25.7965172611308,25.999437309005,25.6980105081376,25.7064135365906,26.7013584546258,26.144399547123,26.0245517181854,27.2608859070079,26.6913234924736,25.8638956379945,26.1850690161601,26.8352346219722,26.640472933916,25.3732097298356,25.3796710120411,25.5995603948653,27.3722745657498,27.1477611511731,27.2424619698342,26.442799732269,27.3295661580157,30.7823246387239,29.2963765191011,31.6165740667977,28.0352870176244,28.3951469365052,27.770872721469,29.3799372424393,29.14132098993,31.0331210301476,31.5800029714706,31.7272374528021,31.7313400058993,28.1078037981501,28.2771093896023,28.531209987531
919,919,Other sectors,Iceland,1.3744822634789,1.3849712917983,1.53227099132802,1.72650043908036,1.68511897853906,1.58332066680926,1.62401174930624,1.65468504297526,1.61714008912588,1.6317108981926,1.47978602897968,1.41213839163884,1.27180990226162,1.28283125999396,1.4141238174044,1.3724948403585,1.29663136911412,1.26731209294124,1.29617301245918,1.30266704912776,2.62015484066405,2.62138104171073,1.37527093039175,1.45205475278663,1.47047453129046,1.3755606422958,1.41113893544845,1.46448403620994,1.632610611007,1.73580337858879,1.73983449069885,1.90494122990659,2.00507719443229,1.98732223329388,2.00455255149955,2.0169629364986,2.12240291650417,2.39982556454942,2.90325151562528,2.94078495301386,3.01854308364329,2.9647793888622,2.97664188086552,2.84276695556033,2.64097056643596,2.79543266171907,2.72543476431428,2.86148370970662,2.73194442007936
969,969,Other sectors,Norway,26.450902576796,26.0951097940672,29.0178725419224,30.3944944929462,29.9234666859564,28.020823991903,28.7314083181478,28.692727472202,27.584726601637,29.482362743306,29.708199421169,27.83552309636,24.8544396848301,24.6728254970034,26.3556512871584,25.6780110185246,24.489501162828,25.5923468674546,27.0375996610647,27.4216604076253,34.3587904925723,32.8158409317347,30.335465753728,31.7486280965902,33.4594547001478,34.4188136921092,35.3416284429969,36.6251028375911,36.0357165428902,36.2542825825947,37.8357191313637,37.4903855786426,37.3876934918885,38.898234892047,38.8668908433192,37.1194901753883,36.4664877548729,36.9397590522028,38.1091129554275,34.9298443623348,34.8709774756536,34.0331502449297,34.2073467197886,33.9408722028858,34.0148939946207,34.6551261833126,34.8099297827563,34.8046056490763,35.0158537844304
1009,1009,Other sectors,Sweden,26.4913525396435,26.2742347922239,26.5256369119494,27.9594517752891,27.9384295866233,26.3497408846216,26.0963294768805,25.1525234373582,25.6051435638868,26.2409482523801,25.7564718835373,25.1122484419971,24.3607840299787,24.725587623229,25.4362996043446,24.6296388471301,24.2132768270329,24.0864689436463,24.5638530493591,24.6925886248773,25.6110066250028,24.4746521087142,24.5668780087661,25.1176086824085,25.707689201473,25.4740360218405,25.333993885492,26.4746604710917,25.6883904947924,25.7722559562785,26.3765071999127,26.7785514002526,26.8750254599726,26.5097774599556,27.0888792581492,31.3458234333352,35.4594928964056,34.2665275320992,31.9803364592052,29.3726611830688,30.0993909495852,28.7684506290392,27.7315616568028,27.1619465762408,27.057392814723,27.2382143787544,27.3771296669252,27.192908145957,26.9260328536182
